LTR,CANVAS ID,DEPT,COURSE,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
SL,114945,EOSC,EOSC 111 L1C 2022W1,EOSC 111 L1C 2022W1 Laboratory Exploration of Planet Earth,"TORTELL, PHILIPPE",27,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,112663,EOSC,EOSC 522 101 2022W1,EOSC 522 101 2022W1 Methods and Modelling in Petrology and Geochemistry,"RUSSELL, JAMES KELLY",0,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,112514,MATH,MATH 546 101 2022W1,MATH 546 101 2022W1 Continuous Time Stochastic Processes,"MURUGAN, MATHAV",3,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103767,MATH,MATH 607E 101 2022W1,MATH 607E 101 2022W1 Topics in Numerical Analysis - TPCS NUMERIC ANL,"ORTNER, CHRISTOPH",11,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,103752,MATH,MATH 516 101 2022W1,MATH 516 101 2022W1 Partial Differential Equations I,"WEI, JUNCHENG",6,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99890,ATSC,ATSC 599A 101 2022W1,ATSC 599A 101 2022W1 Master's Thesis - MASTER'S THESIS,TBA,3,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,99891,ATSC,ATSC 699 101 2022W1,ATSC 699 101 2022W1 Doctoral Dissertation,TBA,2,In-Person,Inactive,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,101931,CPSC,CPSC 544 101 2022W1,CPSC 544 101 2022W1 Human Computer Interaction,"MACLEAN, KARON",27,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,114726,SCIE,SCIE 113 117 2022W1,SCIE 113 117 2022W1 First-Year Seminar in Science,"KUZMENKO, YULIYA",24,Online,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"DONNELLY, CAITLIN",,,,,,,,,,,,,
SL,102521,ENVR,ENVR 430 101 2022W1,ENVR 430 101 2022W1 Ecological Dimensions of Sustainability,"CHAN, KAI",68,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
SL,104549,SCIE,SCIE 300 ALL SECTIONS 2022W1,SCIE 300 ALL SECTIONS 2022W1 Communicating Science,"ARNOTT, ARALIYA",45,In-Person,Active,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,
,,,,,"BERTRAM, ALLAN",,,,,,,,,,,,,
,,,,,"RODRÍGUEZ ARELIS, GILBERTO ALEXI",,,,,,,,,,,,,
SL,102549,EOSC,EOSC 354 101 2022W1,EOSC 354 101 2022W1 Analysis of Time Series and Inverse Theory for Earth Scientists,"BOSTOCK, MICHAEL",11,In-Person,Active,TBA,TBA,In-Person,In-Person,,12/15/2022,12:00 PM,In-Person,In-Person,
SL,101118,BIOL,APBI/BIOL 324 001/101 2022W1,APBI/BIOL 324 2022W1 Introduction to Seed Plant Taxonomy,"CRONK, QUENTIN CHARLES",48,In-Person,Active,TBA,TBA,TBA,TBA,,12/18/2022,12:00 PM,In-Person,In-Person,
SL,101889,CPSC,CPSC 340 101/102 / CPSC 532M 101 2022W1,CPSC 340 101/102 / CPSC 532M 101 2022W1 Machine Learning and Data Mining,"LEHRMANN, ANDREAS",170,In-Person,Active,TBA,TBA,Gradescope,TBA,,12/11/2022,8:30 AM,In-Person,In-Person,
,,,,,"SCHMIDT, MARK",,,,,,,,,,,,,
SL,112662,EOSC,EOSC 512 101 2022W1,EOSC 512 101 2022W1 Advanced Geophysical Fluid Dynamics,"PAWLOWICZ, RICHARD",6,In-Person,Active,TBA,TBA,TBA,TBA,,TBA,TBA,Canvas assignment,TBA,Take-Home
SL,104308,PHYS,PHYS 504 101 2022W1,PHYS 504 101 2022W1 Special Relativity and Classical Electromagnetism,"SCHLEICH, KRISTIN",10,In-Person,Active,TBA,TBA,"In-Person, Gradescope",In-Person,,12/20/2022,3:30 PM,In-Person,In-Person,
SL,103697,MATH,MATH 221 104 2022W1,MATH 221 104 2022W1 Matrix Algebra,"LIU, KEQIN",170,In-Person,Inactive,,,,,,12/16/2022,8:30 AM,In-Person,In-Person,
SL,103934,MRNE,MRNE 415 610 2022W1,MRNE 415 610 2022W1 Structure and Function in Marine Animals,TBA,6,In-Person,Inactive,,,,,,N/A,N/A,N/A,N/A,
SL,114968,STAT,STAT 203 T1D 2022W1,STAT 203 T1D 2022W1 Statistical Methods,"ISLAM, MD JAHURUL",36,In-Person,Inactive,,,,,,N/A,N/A,N/A,N/A,
SL,103700,MATH,MATH 226 101 2022W1,MATH 226 101 2022W1 Advanced Calculus I,"BENNETT, MICHAEL",69,In-Person,Inactive,,,,,,12/15/2022,3:30 PM,In-Person,In-Person,
SL,103864,MICB,MICB 202 101 2022W1,MICB 202 101 2022W1 Introductory Medical Microbiology and Immunology,"KION, TRACY",0,In-Person,Inactive,,,,,,N/A,N/A,N/A,N/A,
,,,,,"OSBORNE, LISA",,,,,,,,,,,,,
,,,,,"TOCHEVA, ELITZA",,,,,,,,,,,,,
,115457,MATH,MATH 200 104,MATH 200 104 2022W1,Albert Chau/James Colliander,55,,Active,09/28/2022,1:00 PM,Crowdmark,,,12/18/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,10/27/2022,,,,,,,,,
,,,,,,,,,11/29/2022,,,,,,,,,
NW,112573,CHEM,CHEM 3XX ALL LABS 2022W1,CHEM 3XX ALL LABS 2022W1 Chemistry Integrated Laboratory I,"BUSSIERE, GUILLAUME",193,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"RUEDA BECERRIL, MONTSERRAT",,,,,,,,,,,,,
,,,,,"STOODLEY, ROBIN",,,,,,,,,,,,,
,,,,,"TERPSTRA, ANDREA",,,,,,,,,,,,,
,,,,,"RODRIGUEZ-NUNEZ, JOSE",,,,,,,,,,,,,
